Dataset	Station	Tara_Sample_ID	"Depth, nominal"	Fraction_size	Latitude	Longitude	Zooplankton	Copepoda	Rhizaria	Cnidaria	Tunicata	Eumalacostraca	Pteropoda	Chaetognatha	Other_large	Other_small	Other_unidentified	Small_grazers	Diatoms	Dinoflagelates	Acartiidae	Aetideidae	Arietellidae	Augaptilidae	Calanidae	Calanoida_unidentified	Candaciidae	Centropagidae	Corycaeidae	Eucalanidae	Euchaetidae	Harpacticoida	Heterorhabdidae	Lubbockiidae	Metridinidae	Monstrilloida	Oithonidae	Oncaeidae	Paracalanidae	Pontellidae	Rhincalanidae	Sapphirinidae	Temoridae	All Calanoida	All Cyclopoida	All Harpacticoida	All Monstrilloida	All Poecilostomatoida	Copepoda_unidentified
wp2	TARA_190	TARA_P100003735	0-10	200	73.8473	145.8088	2012.98	1972.60	0.00	6.48	0.38	2.29	0.00	1.52	10.29	19.43	17.14	0.00	0.00	0.00	134.48	0.00	0.00	0.00	22.48	931.43	0.00	24.76	0.00	0.00	1.14	0.00	2.67	0.00	53.71	0.00	58.29	0.00	0.00	0.00	0.00	0.00	0.00	1170.70	58.29	0.00	0.00	0.00	793.52
wp2	TARA_191	TARA_P100003729	0-18	200	71.5948	160.9381	1667.15	1623.50	0.00	1.04	0.00	6.09	0.00	2.96	16.17	6.09	24.70	11.48	0.00	0.00	47.65	0.00	0.00	0.00	15.48	1191.80	0.00	5.74	0.00	0.00	0.00	5.57	0.00	0.00	0.00	0.00	263.48	0.00	0.00	0.00	0.00	0.00	0.00	1260.70	263.48	5.57	0.00	0.00	74.61
wp2	TARA_192	TARA_P100003427	0-25	200	70.7038	166.3268	10824.07	7330.70	0.00	0.00	128.00	0.00	0.00	34.67	216.00	232.00	269.33	2925.30	42.67	0.00	24.00	0.00	0.00	0.00	618.67	5701.30	0.00	213.33	0.00	0.00	0.00	21.33	0.00	0.00	0.00	0.00	533.33	0.00	0.00	0.00	0.00	0.00	0.00	6557.30	533.33	21.33	0.00	0.00	74.67
wp2	TARA_193	TARA_P100003791	0-35	200	71.0704	174.9917	1432.79	1065.30	0.00	0.00	33.03	0.00	0.00	79.48	48.52	51.61	72.26	168.26	8.26	0.00	55.74	0.00	0.00	0.00	141.42	547.10	0.00	24.77	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	261.16	4.13	0.00	0.00	0.00	0.00	0.00	770.06	261.16	0.00	0.00	4.13	29.94
wp2	TARA_194	TARA_P100003760	0-90	200	73.3509	-168.4486	617.60	458.88	0.00	0.96	3.84	0.00	0.00	10.88	46.72	33.60	49.12	69.12	0.00	0.00	2.56	0.00	0.00	0.00	140.32	210.24	0.00	7.68	0.00	0.00	1.28	0.00	0.00	0.00	0.16	0.00	48.64	5.12	0.00	0.00	0.00	0.00	0.00	362.24	48.64	0.00	0.00	5.12	43.52
wp2	TARA_195	TARA_P100003717	0-40	200	72.2182	-159.6714	1243.64	991.64	0.00	0.00	29.09	0.00	0.00	24.18	99.09	15.09	108.00	93.27	0.00	0.00	32.00	0.00	0.00	0.00	299.82	361.27	0.00	11.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	230.36	0.00	0.00	0.00	0.00	0.00	0.00	704.73	230.36	0.00	0.00	0.00	90.18
wp2	TARA_196	TARA_P100003709	0-100	200	71.8834	-154.9125	390.88	347.20	0.00	0.80	2.40	0.32	0.64	9.12	10.24	10.24	12.00	13.12	0.00	0.00	5.92	0.00	0.00	0.00	66.08	165.12	0.00	3.84	0.00	0.00	0.48	0.00	0.00	0.00	0.64	0.00	58.72	5.12	0.00	0.00	0.00	0.00	0.00	242.08	58.72	0.00	0.00	5.12	46.72
wp2	TARA_197	TARA_P100003448	0-100	200	71.3331	-148.6484	48.36	43.77	0.03	0.49	0.39	0.00	0.07	0.39	1.31	0.43	1.41	1.67	0.00	0.00	0.39	0.00	0.00	0.00	7.15	10.66	0.00	0.39	0.00	0.00	0.72	0.00	0.00	0.00	0.13	0.00	21.77	0.52	0.00	0.00	0.00	0.00	0.00	19.44	21.77	0.00	0.00	0.52	5.38
wp2	TARA_198	TARA_P100003453	0-100	200	71.4773	-141.8666	121.20	103.10	0.00	2.05	0.30	0.00	0.10	0.70	3.45	1.20	4.15	10.60	0.00	0.00	0.20	0.00	0.00	0.00	7.00	37.30	0.00	3.30	0.00	0.00	2.05	0.10	0.45	0.00	2.25	0.00	43.65	2.85	0.00	0.00	0.00	0.00	0.00	52.55	43.65	0.10	0.00	2.85	9.15
wp2	TARA_199	TARA_P100003463	0-100	200	70.3851	-140.2461	139.39	133.79	0.00	0.55	0.22	0.00	0.47	1.16	2.07	0.69	2.90	0.66	0.00	0.00	1.77	0.00	0.00	0.00	17.85	55.97	0.00	1.54	0.00	0.22	0.14	0.00	0.25	0.00	0.83	0.00	42.81	1.77	0.00	0.00	0.00	0.00	0.00	78.57	42.81	0.00	0.00	1.77	11.12
wp2	TARA_200	TARA_P100003475	0-108	200	71.9944	-93.5182	5621.30	4343.60	0.00	20.57	313.14	0.00	48.76	31.24	180.57	317.71	215.62	390.10	0.00	24.38	48.76	0.00	0.00	0.00	339.81	1723.40	0.00	60.95	0.00	0.00	0.00	0.00	0.00	0.00	13.71	0.00	1280.00	182.86	0.00	0.00	0.00	0.00	0.00	2186.70	1280.00	0.00	0.00	182.86	800.00
wp2	TARA_201	TARA_P100003041	0-100	200	74.3284	-85.7019	2288.50	1761.00	0.00	36.50	70.50	0.50	8.50	15.00	72.50	243.50	74.00	84.50	0.00	20.00	4.50	0.00	0.00	0.00	245.00	795.50	0.00	16.00	0.00	0.00	0.50	0.00	0.00	0.00	4.50	0.00	288.50	12.50	0.00	0.00	0.00	0.00	0.00	1066.00	288.50	0.00	0.00	12.50	400.00
wp2	TARA_202	TARA_R110000756	0-100	200	73.1700	-85.0477	3426.37	2619.50	6.28	0.98	12.76	0.00	126.04	15.90	101.69	492.96	120.93	50.26	0.00	0.59	6.28	0.00	0.00	0.00	57.33	573.64	0.00	0.00	0.00	0.00	6.67	12.56	0.00	0.00	0.00	0.00	861.64	19.44	0.00	0.00	0.00	0.00	0.00	643.93	861.64	12.56	0.00	19.44	1106.80
wp2	TARA_203	TARA_P100003501	0-100	200	73.0854	-80.3715	6200.37	3921.70	74.67	397.67	32.33	0.00	107.00	29.67	355.33	972.33	397.33	352.67	0.00	266.67	21.33	0.00	0.00	0.00	244.33	1603.70	0.00	0.00	0.00	0.33	0.00	10.67	0.00	0.00	10.67	0.00	1719.70	43.67	0.00	0.00	0.00	0.00	0.00	1880.30	1719.70	10.67	0.00	43.67	278.33
wp2	TARA_204	TARA_P100003510	0-100	200	72.6738	-78.4691	3121.92	1891.20	5.12	92.80	26.88	0.00	97.28	27.52	203.52	680.00	187.84	123.20	0.00	545.92	5.12	0.00	0.00	0.00	63.36	590.08	0.00	0.00	0.00	0.00	2.24	0.00	0.00	0.00	0.96	0.00	947.52	10.24	0.00	0.00	0.00	0.00	0.00	661.76	947.52	0.00	0.00	10.24	445.76
wp2	TARA_205	TARA_P100003531	0-100	200	72.4328	-71.9361	8436.00	2892.00	9.14	274.00	230.86	0.29	429.71	28.57	964.00	3228.00	1071.40	406.86	0.00	9.14	4.86	0.00	0.00	0.00	238.57	1336.00	0.00	4.57	4.57	0.00	4.57	4.57	0.00	0.00	4.57	0.00	1115.40	41.14	0.00	0.00	0.00	0.00	0.00	1593.10	1115.40	4.57	0.00	45.71	148.57
wp2	TARA_206	TARA_P100003394	0-100	200	70.9373	-53.5443	1081.88	891.88	0.94	17.18	8.71	0.47	67.06	2.24	5.76	70.59	12.59	18.00	0.00	0.00	4.82	0.00	0.00	0.00	51.88	159.53	0.00	2.82	0.94	0.00	2.24	0.94	0.00	0.00	0.12	0.00	638.71	20.24	0.00	0.00	0.00	0.00	0.00	221.41	638.71	0.94	0.00	21.18	20.00
wp2	TARA_207	TARA_P100003550	0-100	200	69.2122	-52.8049	1857.83	1488.30	0.00	1.40	73.06	0.09	65.66	0.26	59.02	34.85	75.57	139.32	0.00	0.00	52.00	0.00	0.00	0.00	296.26	550.13	0.00	2.72	0.00	0.00	0.09	0.00	0.00	0.00	6.85	0.00	520.09	2.77	0.00	0.00	0.00	0.00	0.00	908.04	520.09	0.00	0.00	2.77	76.77
wp2	TARA_208	TARA_P100003562	0-100	200	69.1124	-51.5117	1526.69	1178.10	0.00	0.29	93.17	0.00	69.17	7.80	34.73	78.83	51.51	66.05	0.00	0.00	33.46	0.00	0.00	0.00	421.27	461.85	0.00	9.37	0.00	0.00	0.10	0.00	0.00	0.00	3.41	0.00	204.29	4.68	0.00	0.00	0.00	0.00	0.00	929.46	204.29	0.00	0.00	4.68	52.98
wp2	TARA_209	TARA_P100004822	0-100	200	64.7289	-53.0550	534.58	466.35	0.00	0.03	3.77	0.12	0.52	0.00	3.91	0.93	10.12	59.88	0.00	0.00	1.39	0.00	0.00	0.00	104.55	47.19	0.00	0.46	0.00	0.00	0.00	0.00	0.46	0.00	0.49	0.00	288.90	0.93	0.00	0.00	0.46	0.00	0.00	155.01	288.90	0.00	0.00	0.93	8.41
wp2	TARA_210	TARA_P100004842	0-100	200	61.5437	-55.9818	271.22	188.59	0.00	0.15	14.49	0.63	40.83	1.80	13.95	2.29	21.51	9.46	0.00	0.00	0.20	0.00	0.00	0.00	20.34	23.61	0.00	0.00	0.00	0.00	1.41	0.00	0.05	0.00	1.41	0.00	133.80	0.78	0.00	0.00	0.00	0.00	0.00	47.02	133.80	0.00	0.00	0.78	21.12
bongo	TARA_001	TARA_X000000174	0-500	300	44.4274	-9.8351	76.65	70.89	0.43	0.33	1.20	0.11	0.11	0.22	0.00	0.11	5.44	3.26	0.00	0.00	0.54	0.00	0.00	0.00	1.85	26.86	0.11	10.98	0.00	0.22	0.33	0.00	0.11	0.00	1.52	0.00	1.63	0.00	0.00	0.00	0.00	0.00	0.00	42.51	1.63	0.00	0.00	0.00	26.75
bongo	TARA_004	TARA_X000000157	0-500	300	36.5730	-6.5387	11.84	6.27	0.35	4.06	0.62	0.27	0.00	0.09	0.09	0.00	0.44	0.09	0.00	0.00	0.35	0.00	0.00	0.00	1.50	2.74	0.27	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	5.04	0.35	0.00	0.00	0.00	0.88
bongo	TARA_007	TARA_A200000050	0-500	300	37.0210	1.9495	28.28	13.74	2.72	0.48	0.67	0.35	0.22	1.67	0.22	0.48	3.52	7.72	0.00	0.06	0.13	0.00	0.00	0.03	0.74	5.32	0.00	0.10	0.26	0.38	0.10	0.00	0.16	0.00	2.21	0.00	1.51	1.41	0.06	0.00	0.00	0.06	0.51	9.74	1.51	0.00	0.00	1.73	0.77
bongo	TARA_008	TARA_X000000154	0-500	300	38.0020	3.9987	122.63	53.20	10.46	4.07	6.67	1.07	4.01	8.59	1.47	1.02	12.33	32.06	0.34	0.28	1.13	0.00	0.00	0.00	2.60	17.64	0.06	0.00	0.90	1.81	0.17	0.00	0.11	0.00	6.73	0.00	3.51	2.83	0.23	0.00	0.00	0.28	12.33	42.80	3.51	0.00	0.00	4.01	2.88
bongo	TARA_009	TARA_X000000124	0-500	300	39.1630	5.9160	303.94	149.71	11.99	6.56	13.80	4.07	9.05	5.43	1.36	2.49	5.88	99.51	2.04	0.00	5.65	0.00	0.00	1.36	10.63	51.56	0.00	0.23	5.88	1.36	0.45	0.00	0.90	0.00	20.35	0.00	11.31	10.40	0.00	0.00	0.00	0.45	13.80	106.29	11.31	0.00	0.00	16.74	15.38
bongo	TARA_010	TARA_X000000087	0-500	300	40.6500	2.8574	59.62	32.95	6.76	0.88	5.50	0.89	1.82	2.60	0.35	1.34	1.00	6.53	0.00	0.85	0.23	0.00	0.00	2.90	3.04	7.41	0.07	0.11	1.89	0.20	1.05	0.00	0.25	0.00	5.92	0.00	7.39	0.78	0.17	0.00	0.00	0.21	0.62	21.97	7.39	0.00	0.00	2.88	0.71
bongo	TARA_012	TARA_A200000228	0-500	300	43.2850	7.7176	0.92	0.74	0.03	0.01	0.00	0.01	0.02	0.01	0.01	0.06	0.04	0.03	0.00	0.00	0.03	0.00	0.00	0.01	0.03	0.47	0.01	0.02	0.01	0.00	0.02	0.00	0.01	0.00	0.05	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.04	0.00	0.00	0.02	0.05
bongo	TARA_015	TARA_A200000205	0-500	300	39.7820	13.6750	72.61	52.18	3.23	0.89	0.65	1.45	0.65	3.31	1.05	0.89	4.93	8.32	0.00	0.24	1.05	0.00	0.00	2.34	2.58	16.64	0.65	0.08	7.51	0.08	1.62	0.16	1.37	0.00	3.55	0.00	5.57	1.05	0.40	0.00	0.00	0.08	5.09	35.46	5.57	0.16	0.00	8.64	2.34
bongo	TARA_016	TARA_A100000044	0-500	300	37.4240	15.4250	81.41	59.42	2.57	1.85	1.95	0.72	1.03	3.08	0.41	0.51	4.52	9.87	0.00	1.13	0.41	0.00	0.00	10.49	1.64	16.14	0.41	0.00	5.24	0.31	0.82	0.21	0.10	0.00	6.58	0.00	6.37	1.23	0.51	0.10	0.00	0.21	6.27	43.79	6.37	0.21	0.00	6.68	2.36
bongo	TARA_017	TARA_A100000127	0-500	300	36.2350	14.2650	56.95	33.30	3.94	2.73	6.01	0.76	1.02	3.59	0.28	0.57	2.54	4.75	0.00	1.19	0.01	0.00	0.00	2.06	0.95	10.32	0.18	0.00	2.22	0.01	1.30	0.00	0.71	0.00	2.71	0.00	8.95	1.39	0.45	0.00	0.00	0.01	1.39	20.10	8.95	0.00	0.00	3.62	0.64
bongo	TARA_018	TARA_X000000021	0-500	300	35.6550	14.2290	76.10	57.27	2.37	1.41	3.22	0.73	1.24	3.11	0.34	0.34	3.62	6.05	0.00	0.90	0.45	0.00	0.00	2.60	0.73	19.34	0.45	0.11	4.24	0.17	1.19	0.11	0.85	0.00	11.08	0.11	7.52	2.88	0.73	0.00	0.00	0.00	1.19	38.90	7.52	0.11	0.11	7.12	3.51
bongo	TARA_020	TARA_A100000739	0-250	300	34.3920	14.8000	270.11	167.63	37.31	5.65	11.03	5.37	6.50	9.19	2.83	0.57	7.07	24.03	0.00	14.13	4.38	0.00	0.00	15.27	1.27	31.24	1.70	0.28	40.28	0.00	3.11	0.00	1.13	0.00	22.47	0.00	21.20	14.98	1.84	0.42	0.00	0.28	1.41	84.52	21.20	0.00	0.00	55.55	6.36
bongo	TARA_021	TARA_S200001202a	0-500	300	37.4590	17.2380	144.34	104.71	10.18	4.47	1.19	4.18	3.84	3.73	1.41	1.41	7.86	9.22	0.06	16.23	3.84	0.00	0.00	24.65	5.77	27.14	0.51	0.06	11.70	0.28	2.32	0.00	0.96	0.00	10.01	0.00	7.80	2.88	1.30	0.00	0.00	0.23	2.32	79.15	7.80	0.00	0.00	14.81	2.94
bongo	TARA_022	TARA_E200001500	0-500	300	39.7530	17.3700	136.14	89.33	12.78	1.58	5.77	2.94	3.96	6.56	1.58	3.84	6.67	7.80	0.00	2.04	0.11	0.00	0.00	5.77	3.17	33.92	0.57	0.00	3.51	0.00	6.56	0.00	0.79	0.00	8.48	0.00	13.00	0.68	1.24	0.00	0.00	0.11	5.09	65.70	13.00	0.00	0.00	4.30	6.33
bongo	TARA_023	TARA_S200001802	0-500	300	42.1760	17.6440	74.12	42.52	7.97	3.39	5.94	1.30	1.75	6.45	0.17	0.11	10.97	4.52	0.68	3.00	0.06	0.00	0.00	2.04	2.94	11.87	0.00	0.00	1.70	0.11	0.96	0.06	1.53	0.00	5.31	0.00	10.97	1.02	0.23	0.00	0.00	0.00	0.00	25.05	10.97	0.06	0.00	2.71	3.73
bongo	TARA_024	TARA_A100000609	0-300	300	42.4120	17.8630	0.75	0.50	0.04	0.03	0.05	0.00	0.00	0.04	0.01	0.01	0.02	0.06	0.00	0.01	0.00	0.00	0.00	0.09	0.01	0.13	0.00	0.00	0.02	0.00	0.02	0.00	0.01	0.00	0.04	0.00	0.14	0.01	0.00	0.00	0.00	0.00	0.00	0.31	0.14	0.00	0.00	0.03	0.02
bongo	TARA_025	TARA_A100000618	0-500	300	39.3500	19.3520	56.62	39.04	3.76	1.16	2.74	0.14	2.04	2.18	0.20	0.11	3.00	5.26	0.11	1.58	0.11	0.00	0.00	6.73	2.04	12.47	0.25	0.00	1.81	0.17	1.07	0.11	0.42	0.00	5.80	0.03	5.40	0.34	0.28	0.00	0.00	0.03	0.00	29.34	5.40	0.11	0.03	2.18	1.98
bongo	TARA_026	TARA_A100000653	0-500	300	38.3890	20.1690	136.92	103.62	4.11	1.64	0.82	1.44	8.02	4.73	1.23	0.82	3.91	10.49	0.00	3.50	0.82	0.00	0.00	25.90	3.70	28.78	0.41	0.00	7.81	0.21	2.88	0.00	0.62	0.00	15.42	0.00	9.87	1.03	1.44	0.00	0.00	0.62	1.44	81.62	9.87	0.00	0.00	9.46	2.67
bongo	TARA_030	TARA_A100000634	0-500	300	33.8260	32.7870	70.52	49.14	4.32	2.06	4.11	0.41	0.82	3.08	0.41	0.41	4.32	5.76	0.41	1.23	0.41	0.00	0.00	15.01	0.21	8.22	0.00	0.00	3.50	0.00	1.03	0.00	0.62	0.00	7.81	0.00	7.81	0.41	0.00	0.00	0.00	0.62	0.21	33.51	7.81	0.00	0.00	4.52	3.29
bongo	TARA_031	TARA_A100001470	0-500	300	27.1330	34.7310	16.45	9.49	0.19	0.61	2.23	0.07	1.85	0.84	0.19	0.25	1.34	0.73	0.00	0.28	0.97	0.00	0.00	0.42	0.23	2.67	0.16	0.00	0.71	0.04	0.09	0.01	0.00	0.00	1.64	0.00	0.80	0.25	0.08	0.00	0.31	0.41	0.01	6.63	0.80	0.01	0.00	1.36	0.68
bongo	TARA_032	TARA_A100001167	0-500	300	23.3330	37.1950	1.49	0.98	0.02	0.07	0.10	0.02	0.02	0.14	0.02	0.03	0.08	0.09	0.00	0.02	0.02	0.00	0.00	0.06	0.02	0.30	0.02	0.01	0.07	0.00	0.02	0.00	0.00	0.00	0.17	0.00	0.13	0.04	0.01	0.00	0.01	0.05	0.00	0.65	0.13	0.00	0.00	0.16	0.04
bongo	TARA_033	TARA_A100001187	0-500	300	22.0740	38.1890	222.68	159.68	5.01	2.75	9.93	5.09	1.53	30.53	1.05	0.65	16.88	6.46	0.00	0.32	0.89	0.00	0.00	16.72	3.07	61.55	2.91	0.73	5.25	0.40	4.52	0.00	0.40	0.00	19.63	0.00	24.72	8.88	1.05	0.32	0.00	2.34	0.00	112.19	24.72	0.00	0.00	16.48	6.30
bongo	TARA_034	TARA_P100000592	0-500	300	18.3450	39.7590	86.11	65.83	1.03	0.71	3.59	1.96	3.40	3.59	0.24	1.74	5.76	4.02	0.00	0.65	0.03	0.00	0.00	0.68	0.46	26.18	3.64	0.00	1.69	0.33	4.70	0.00	0.00	0.00	5.22	0.00	3.21	16.39	0.35	0.14	0.03	0.49	0.00	41.75	3.21	0.00	0.00	18.57	2.31
bongo	TARA_036	TARA_P100000564	0-500	300	20.7330	63.4530	190.29	130.30	10.44	7.65	10.76	3.16	4.01	6.53	2.09	3.80	14.34	11.56	0.05	3.69	0.00	0.00	0.00	0.00	5.40	58.92	0.00	0.05	2.14	6.85	14.13	0.00	0.00	0.00	10.76	0.00	5.08	19.64	0.00	0.00	0.43	2.41	0.96	97.50	5.08	0.00	0.00	24.19	3.53
bongo	TARA_038	TARA_P100000015	0-500	300	19.0340	64.4490	21.31	15.75	0.16	0.96	1.30	0.21	0.04	0.81	0.06	0.46	1.05	1.56	0.00	0.16	0.00	0.00	0.00	0.00	0.12	7.00	0.03	0.01	0.35	0.68	1.62	0.00	0.04	0.00	2.83	0.00	0.68	1.90	0.00	0.03	0.03	0.01	0.12	12.52	0.68	0.00	0.00	2.27	0.28
bongo	TARA_039	TARA_P100000057	0-500	300	18.5120	66.4680	140.70	86.85	7.33	7.52	11.69	1.77	4.22	3.26	1.53	2.87	16.24	13.65	0.05	5.84	0.05	0.00	0.00	0.00	0.38	28.17	0.24	0.00	4.55	1.53	10.35	0.00	0.00	0.00	4.12	0.00	10.11	22.42	0.00	0.00	0.00	0.57	0.00	44.84	10.11	0.00	0.00	27.55	4.36
bongo	TARA_040	TARA_P100000548	0-500	300	17.4400	67.8410	130.18	85.97	4.78	3.06	8.52	1.82	2.81	3.79	0.31	2.65	8.73	16.47	0.10	4.26	0.05	0.00	0.00	0.05	0.36	34.18	0.26	0.05	5.09	0.88	10.96	0.05	0.00	0.00	2.44	0.00	4.42	22.96	0.26	0.42	0.00	0.99	0.42	50.34	4.42	0.05	0.00	29.04	2.13
bongo	TARA_041	TARA_P100000519	0-500	300	14.5450	69.8780	82.70	50.56	3.82	2.65	8.67	0.99	1.44	3.82	0.81	1.66	3.28	8.27	0.40	6.02	0.58	0.00	0.00	0.18	0.54	22.70	0.31	0.00	0.94	0.09	5.30	0.00	0.13	0.00	2.20	0.00	6.61	8.63	0.18	0.13	0.09	0.45	0.00	32.45	6.61	0.00	0.00	10.02	1.48
bongo	TARA_042	TARA_P100000499	0-500	300	6.0193	73.8050	117.76	63.02	6.31	3.43	8.83	2.82	0.67	7.23	1.35	2.27	13.79	21.82	0.00	7.23	1.23	0.00	0.00	0.74	1.72	22.68	0.37	0.12	5.09	1.29	3.68	0.18	0.61	0.00	6.38	0.00	7.48	6.50	0.00	0.00	0.61	1.47	0.25	39.66	7.48	0.18	0.00	13.06	2.64
bongo	TARA_044	TARA_P100000477	0-500	300	2.6994	71.4490	114.17	73.41	2.41	4.26	6.11	2.97	2.17	7.32	0.48	1.13	7.96	13.91	0.00	1.13	1.53	0.00	0.00	1.13	2.73	21.23	0.48	0.08	2.49	5.39	4.66	0.32	0.40	0.00	5.31	0.00	5.23	14.63	0.32	0.00	2.57	1.77	0.00	45.83	5.23	0.32	0.00	18.89	3.14
bongo	TARA_045	TARA_P100000474	0-500	300	1.0261	71.5910	68.83	46.26	2.56	1.34	1.76	1.44	2.11	2.96	0.93	1.02	3.47	8.44	0.08	0.99	0.88	0.00	0.00	0.88	1.23	11.97	0.51	0.00	3.55	1.79	2.22	0.05	0.35	0.00	4.01	0.00	3.29	10.95	0.72	0.08	1.18	0.51	0.05	25.86	3.29	0.05	0.00	15.01	2.06
bongo	TARA_046	TARA_P100000655	0-60	300	-0.5960	73.1450	15.98	6.19	0.47	0.31	4.86	1.71	0.25	0.54	0.74	0.26	1.25	0.64	0.00	0.15	0.27	0.00	0.00	0.00	0.11	3.17	0.08	0.00	0.13	0.07	0.03	0.00	0.00	0.00	0.02	0.00	0.38	1.36	0.08	0.02	0.00	0.15	0.05	3.90	0.38	0.00	0.00	1.65	0.26
bongo	TARA_050	TARA_P100000092	0-500	300	-21.4400	56.6940	2.43	1.65	0.07	0.04	0.05	0.08	0.07	0.18	0.01	0.06	0.18	0.24	0.00	0.25	0.05	0.00	0.00	0.09	0.06	0.62	0.04	0.00	0.14	0.02	0.11	0.00	0.02	0.00	0.17	0.00	0.13	0.09	0.01	0.00	0.00	0.01	0.00	1.19	0.13	0.00	0.00	0.23	0.08
bongo	TARA_051	TARA_P100000086	0-500	300	-21.4240	54.2540	5.92	3.90	0.12	0.14	0.12	0.25	0.13	0.56	0.02	0.10	0.53	0.58	0.01	0.13	0.06	0.00	0.00	0.24	0.14	1.26	0.07	0.00	0.19	0.11	0.22	0.00	0.10	0.00	0.61	0.00	0.20	0.37	0.01	0.00	0.02	0.03	0.01	2.85	0.20	0.00	0.00	0.58	0.27
bongo	TARA_052	TARA_P100000649	0-500	300	-16.8650	53.8670	3.57	2.27	0.32	0.08	0.09	0.08	0.11	0.30	0.02	0.04	0.35	0.25	0.00	0.03	0.06	0.00	0.00	0.08	0.06	0.73	0.04	0.00	0.27	0.01	0.05	0.01	0.02	0.00	0.24	0.00	0.25	0.30	0.02	0.00	0.01	0.01	0.00	1.31	0.25	0.01	0.00	0.58	0.12
bongo	TARA_053	TARA_P100000665	0-500	300	-13.0620	46.9960	9.45	5.64	0.39	0.43	0.86	0.22	0.31	0.67	0.07	0.21	0.71	0.65	0.00	0.16	0.08	0.00	0.00	0.09	0.07	2.20	0.16	0.02	0.37	0.12	0.11	0.02	0.02	0.00	0.40	0.02	0.67	0.95	0.05	0.02	0.06	0.08	0.00	3.39	0.67	0.02	0.02	1.41	0.13
bongo	TARA_058	TARA_P100000685	0-500	300	-17.4610	42.2240	30.05	19.76	1.25	0.65	2.14	1.24	0.32	2.81	0.17	0.29	0.47	1.41	0.00	0.10	0.18	0.00	0.00	2.39	1.37	3.53	0.39	0.00	1.25	1.51	0.62	0.06	0.07	0.06	2.57	0.00	1.41	2.17	0.00	0.00	1.76	0.29	0.00	14.39	1.41	0.06	0.00	3.77	0.12
bongo	TARA_064	TARA_P100000834	0-500	300	-29.4520	37.8850	60.14	37.16	2.55	1.36	1.25	2.10	0.51	4.71	0.85	2.04	4.99	7.60	0.11	0.57	1.48	0.00	0.00	0.79	0.85	15.26	0.68	0.00	0.96	0.17	0.34	0.34	0.85	0.00	5.73	0.00	2.04	4.43	0.40	0.00	0.28	0.28	0.00	26.84	2.04	0.34	0.00	5.67	2.27
bongo	TARA_065	TARA_P100000434	0-500	300	-35.1860	26.2630	23.48	14.03	0.52	0.64	0.81	1.51	0.17	3.77	0.46	0.17	1.51	1.39	0.06	0.06	0.17	0.00	0.00	0.29	0.29	4.46	0.35	0.00	0.35	1.68	0.64	0.00	0.29	0.00	2.49	0.00	0.41	0.70	0.00	0.00	0.99	0.23	0.06	11.71	0.41	0.00	0.00	1.28	0.64
bongo	TARA_066	TARA_P100000166	0-500	300	-34.8310	17.9700	68.13	59.62	0.60	0.35	0.75	1.06	0.45	1.51	0.60	1.41	2.06	1.76	0.30	0.05	1.31	0.00	0.00	0.00	1.61	28.43	0.15	0.00	0.05	0.10	0.96	0.00	0.81	0.00	15.15	0.00	0.60	1.91	0.00	0.00	0.00	0.10	0.00	48.50	0.60	0.00	0.00	2.06	8.45
bongo	TARA_067	TARA_P100000727	0-100	300	-32.1720	17.4230	1481.58	1405.49	2.02	0.50	0.50	39.31	2.02	20.16	0.50	6.05	20.16	5.04	0.00	0.00	12.60	0.00	0.00	0.00	32.76	736.76	0.00	12.60	0.50	4.03	0.00	0.00	0.00	0.00	153.20	0.00	2.02	4.54	0.00	0.00	6.05	0.00	0.50	958.49	2.02	0.00	0.00	5.04	439.94
bongo	TARA_068	TARA_P100000751	0-500	300	-31.0230	6.0183	97.86	71.32	2.26	2.96	6.97	2.41	0.50	3.66	0.40	2.06	3.81	5.32	0.00	0.05	1.76	0.00	0.00	0.00	2.36	30.09	0.20	0.05	0.00	0.00	0.70	0.05	1.00	0.00	20.72	0.00	4.01	4.51	0.05	0.00	0.20	0.20	0.05	57.18	4.01	0.05	0.00	4.71	5.37
bongo	TARA_069	TARA_P100000724	0-500	300	-24.1260	2.5161	53.66	39.48	1.46	0.52	3.25	1.37	0.30	2.96	0.18	1.16	0.87	2.97	0.00	0.72	0.51	0.15	0.00	2.14	6.01	11.92	0.06	0.00	1.39	2.48	1.19	0.00	0.06	0.00	6.61	0.00	4.86	1.28	0.10	0.01	0.10	0.22	0.00	31.35	4.86	0.00	0.00	2.89	0.38
bongo	TARA_070	TARA_P100000784	0-500	300	-20.3750	-3.1815	72.26	60.45	2.97	0.52	1.35	0.58	0.52	3.03	0.19	1.35	2.32	1.29	0.00	0.58	0.90	0.00	0.00	0.52	4.06	23.16	0.58	0.00	1.35	0.26	8.71	0.00	0.32	0.00	1.42	0.00	9.87	2.71	0.13	0.26	0.00	0.13	0.00	40.32	9.87	0.00	0.00	4.19	6.06
